Temperature,Humidity,Rainfall,Soil_Type,Crop_Type,Area,Yield
16.13068222276345,80.39167817200322,68.89590346351675,Loamy,Maize,46.655279762508904,4.667127259760117
23.133258269081608,84.00138740388067,287.8558052113915,Loamy,Wheat,49.850521453171815,2.190490983340606
24.71693224223705,51.20528275816309,124.3226975768334,Red,Cotton,36.28771558561607,1.5265280572942803
21.783725794347397,44.21223353846892,73.01674652061885,Loamy,Rice,15.07383925105239,3.2110404358715714
35.718437728798236,76.83153091463171,199.76114678759538,Loamy,Sugarcane,44.10786771242284,82.95569156568996
23.918833167339734,46.48836213288817,205.91219457256653,Sandy,Sugarcane,3.4118248124973185,55.07378293083502
22.023362742184517,79.3568591108207,212.12620502967204,Loamy,Wheat,12.322961790850314,2.6312858235100975
28.567402078956214,55.42429521892577,116.85050696438533,Clay,Maize,44.971900155722025,3.9256059568990778
18.523105624369066,70.05299395748823,53.77767105361876,Red,Maize,13.553384207528392,3.24609501302478
35.054924518850996,35.73211883008009,291.253842363618,Black,Wheat,11.811901921465674,1.4391036286399241
16.863766091994272,67.43155948059439,112.72326142277562,Sandy,Sugarcane,7.768139363872114,55.187418602807625
39.672173415012935,57.10606072423374,219.00657201313686,Red,Sugarcane,43.09647612469891,61.47591023619009
34.306119232416435,65.19650779052844,226.65746746967739,Red,Maize,25.502854700363248,3.0255876502009937
19.96789203835431,40.0808524646918,202.50185426987142,Clay,Rice,34.069766949653584,3.0673384983220418
15.13805292809006,74.21242469665093,128.22684855341205,Loamy,Cotton,12.714252819676453,1.201877073559823
35.386535711370854,81.7678246525937,117.77406344101644,Clay,Rice,38.14398062954961,1.9287132906009528
32.671433596190425,43.00438800544654,199.41707067567577,Loamy,Sugarcane,38.240271703142824,81.84536033570143
33.22517920102469,35.7428733312097,266.52390840292287,Loamy,Rice,16.31730322050671,2.8305677072572193
34.281758667148644,31.418315162780182,286.6834322308489,Red,Cotton,21.12344901750386,0.5
16.85111629335226,68.51829002659596,76.47645110093941,Loamy,Rice,11.274823594079843,2.6224049364290627
23.961643213606813,66.42564216532685,88.70715314942996,Sandy,Rice,48.85149014282231,2.4599083323949933
17.896726488128245,62.8018447628442,286.1840646957699,Sandy,Rice,32.63452627586217,1.3800215047051496
36.57758564688984,43.916825766958524,234.13380708369814,Sandy,Rice,46.79265015506026,1.2083123655463313
30.58245317068895,53.45435975433088,270.74845620744327,Red,Wheat,15.865891637827525,1.2058846335681637
23.27245062131623,65.66858011117039,100.65815853383579,Clay,Sugarcane,39.3126547368476,69.96437951923465
16.588958757150593,59.80601153155016,196.89646777735047,Black,Cotton,38.527073550352355,2.348898850057598
22.774558042891556,89.26713121289325,225.2848986043684,Loamy,Sugarcane,34.891126941460534,82.62241861339733
23.12958305066868,38.18638515340399,220.02797136174317,Black,Wheat,48.31630978807322,2.627571925552656
33.2401544584516,71.70867324285562,152.03792271667453,Clay,Wheat,20.284211469209463,2.412307188859403
30.93893678388033,54.259126086257524,53.84872292282712,Clay,Wheat,7.405148855898108,1.7812263781465791
37.18031856440817,55.69197689553688,195.73151420106578,Red,Wheat,33.913734102958976,1.413359379150644
26.805373129048732,73.05586593949057,113.27538479490218,Sandy,Rice,36.7361802233831,2.568639402683325
17.98985614845754,71.54616907946217,162.56356153572258,Sandy,Sugarcane,29.17796809948192,54.50611902495551
32.83111968057487,89.4753596221313,289.39525377095435,Clay,Maize,11.134076763536417,2.6656587274924695
34.019626215422434,37.703657367247516,149.75882941060868,Red,Cotton,25.718341141798412,1.1390869281922178
29.031929939237408,36.246578963049984,259.9504016661067,Red,Wheat,16.29729709188734,0.6789100946348596
34.27417949886403,73.46032902772447,97.13515143731279,Loamy,Sugarcane,21.945859880167763,82.69069963673238
27.344889909109767,64.70321502038455,218.11512450625722,Sandy,Wheat,32.615710216388536,0.9517872687236865
28.06832073454985,46.44963999358835,294.25173860973587,Clay,Wheat,37.515522391850894,0.5079025855672588
25.68852545896374,34.765162139339196,75.47327521823419,Black,Wheat,12.379009854165814,2.7210172610005348
15.63547816860238,35.13949497578583,52.079985556798,Sandy,Wheat,20.860942671700712,0.5
17.69728567483261,83.6514524798471,158.3956981581536,Loamy,Wheat,14.18891697858983,1.7894654217751396
15.785729642168356,41.512039483124575,73.1563707628418,Red,Cotton,10.732949079231586,0.5
30.91026028159451,49.40229372693125,237.09608741905785,Clay,Sugarcane,39.38597377979608,68.1383824393723
22.858899526908168,43.59938413361928,278.63716596213976,Sandy,Wheat,45.55338202741263,1.0658512482622675
27.71426727911757,51.29977834991624,158.5052431771897,Black,Wheat,19.14137709854426,3.5947867769547828
37.689161848152324,34.1654305647656,114.67791053886025,Loamy,Wheat,37.81266729431458,1.659828525197648
21.232305728721872,61.14358745449622,158.60082975165244,Loamy,Wheat,44.952769178856144,3.0088522873440646
25.259573075890742,34.05675381553289,230.86195446250025,Sandy,Rice,42.46008631598135,2.515579085944731
33.888778463576216,78.0213904693417,52.26354039509275,Black,Rice,9.957856038422069,3.885819888983759
20.71995413729056,44.02272491462598,197.3634973711743,Loamy,Maize,47.8583021941547,4.4337870174543905
16.924497745719826,62.400714876270634,203.32292122184475,Clay,Wheat,19.45714558104366,2.5967443073552943
22.2437863228442,82.80474525368749,209.4220617239839,Loamy,Maize,17.62279239751798,4.771559389603716
19.03053218135011,69.05264214283164,110.5055199952193,Black,Cotton,4.059135036611236,2.125334779191188
38.242441308564324,61.977467193080116,228.5131808445317,Red,Maize,24.822509051139267,2.9315428047641108
35.20300948911043,49.460025186922536,72.8478715829441,Red,Sugarcane,6.341667166405506,62.10044334448345
30.835093912760584,49.98011478349187,99.8175841167002,Sandy,Rice,13.178451225443874,1.626213135428911
36.786514754692945,70.1692173118914,269.36751166362046,Black,Rice,16.53018846659679,3.085889583700562
35.09180192247786,89.64836167327005,234.6807876816416,Loamy,Wheat,40.632489851092515,2.263864682543848
19.664251472150895,69.71035139096271,53.436388502836316,Loamy,Wheat,43.89894386939893,0.9770653567180212
37.313974962249446,63.46700504220149,112.09406509245005,Red,Cotton,15.820849555612014,0.7128710999057659
28.48355604789127,73.83903061435477,103.60162074829114,Red,Cotton,43.07620794098412,0.6882846328646587
35.18600387910156,57.91233673702309,117.70158200924314,Clay,Sugarcane,43.00431593111976,69.46829297614968
37.40228249808733,33.60854055604711,111.8899425699716,Red,Wheat,38.467896568858805,1.7059128296217778
22.950086874296595,63.73780895267459,65.63157393571143,Clay,Wheat,8.188060586743894,2.3442058136719344
17.75129811319192,87.45751707032281,164.73512914920508,Loamy,Cotton,34.82581949813572,1.461563399459712
20.698379063548543,40.51817654145958,233.1833686965413,Clay,Cotton,47.30617916444787,0.5837310710888861
25.677694715656408,71.40029344923994,201.68293117935912,Clay,Cotton,34.4444834595907,1.0499247726988405
35.45036914806233,42.05602131954339,218.21791714951993,Sandy,Rice,17.249225606283865,1.7414091082548677
36.51826458140859,62.14966106838487,70.28729463405979,Red,Maize,25.52838655411073,3.813793910695226
15.173803263279767,35.800586978803175,287.8726775441968,Clay,Maize,32.640527124201625,2.2307189781593135
27.768682564439143,57.02225617549111,259.6229584607562,Loamy,Wheat,26.017950027696674,2.104740673118266
25.435275078719474,75.36979973371476,251.27257962391568,Black,Rice,6.8776941448175215,3.82035946886717
20.552695261768257,50.85429145433892,255.74595126044187,Clay,Cotton,16.29113818794901,1.0377274191686068
17.99663418334207,69.89470346923308,283.17762703319033,Red,Wheat,40.31740549712799,0.9318125392266418
23.4403792850907,77.72699764738375,186.06349152842444,Sandy,Rice,43.209484258680355,2.8985850437952108
38.572742597812976,85.63066916876716,100.07050446690647,Loamy,Sugarcane,7.7277016030629415,82.82650952665487
23.080073300518883,44.078524911327214,204.1959019631353,Sandy,Rice,47.66695086753751,2.539633556531126
27.969765543584153,53.958954948558485,235.72037341698476,Black,Wheat,17.112308274581856,2.241490279339338
32.57547397237944,39.14496079982504,234.47934833850636,Clay,Maize,33.45337319780528,4.189878989940823
24.09074005948235,89.5490101295025,180.36225604172003,Clay,Cotton,37.839432151877375,1.7661245755132178
39.29455206802402,85.62005807545772,67.11467983339452,Red,Sugarcane,40.78536549725629,60.97578805867476
39.06118237355278,62.39742781683358,142.77823460753194,Clay,Rice,47.34173540907058,2.4858895498192317
21.294557395634104,80.52199766258528,280.19165211583936,Loamy,Wheat,16.333057853412306,0.9221223164344271
27.431212647309636,61.25747863632253,196.1122274393565,Black,Wheat,43.06681627302617,3.419325333791358
22.521957745419243,67.41514128016559,184.58298581392836,Sandy,Cotton,7.452658268374145,0.6310899824629741
22.12101235943669,35.34746592696099,117.21337859554838,Black,Wheat,35.54700441132604,2.0765391557863495
15.92217368386332,75.31622522980848,142.11222997914473,Clay,Wheat,37.35690874618531,1.3712236297069427
30.23910834949742,37.66280901811409,273.8365222882923,Sandy,Cotton,34.2084388188647,0.5
27.56697558072154,79.5640578151517,216.61576188170892,Red,Sugarcane,13.363422070622496,61.91167723274929
16.286968781249733,76.92168526022316,246.84675668808322,Black,Maize,43.77911420374497,5.4603036924851045
21.966161605915286,72.52468186457858,163.58635576691378,Sandy,Maize,9.274064705149355,3.704061272508476
37.70664714916634,32.169622831485725,207.5618048640395,Sandy,Rice,3.628104784520711,1.2417397852952958
20.989047266674312,48.187701356719714,112.09590218580189,Sandy,Sugarcane,36.1557845399837,55.37414019116253
18.622371802280576,45.78675419465057,226.36520757087158,Loamy,Rice,24.29831004640395,3.5784853910926526
27.236319006939077,51.60818444829114,156.90033342583433,Black,Maize,42.605802977975124,6.5211170079584955
39.641261352765014,35.25856480583031,160.63637870368638,Sandy,Cotton,19.78645991185469,0.5
21.05138178778751,86.21746938186376,212.33058114422042,Black,Wheat,9.245650836877928,3.0730127658159514
31.803388685146963,63.22813444274258,284.0701553672317,Sandy,Maize,41.985667431023614,2.666792223329226
34.04049038321794,48.33145863948141,66.00158665215523,Red,Sugarcane,27.896571950363512,61.515970521969564
20.940938599809993,53.818891024457,256.1858093367519,Red,Maize,10.270593827127389,3.0519544789791686
33.205408715296485,56.83215243029014,123.09577760304828,Red,Sugarcane,36.29881593073584,62.71720462836668
24.194578317981332,66.03566000163704,160.97986362659447,Clay,Sugarcane,26.044568285985527,69.37247992054685
30.807645764839485,60.94076566178987,55.47833219375224,Sandy,Sugarcane,30.611336129775673,53.992279305888054
30.838242769022365,85.16351839286504,125.26151945857826,Clay,Rice,23.584018572122513,2.201283692435366
28.394367101868962,59.817808974349816,175.65781065753262,Black,Cotton,41.60674020708231,1.7718724802734678
17.257244251360206,89.52948088939877,64.04401933685975,Clay,Maize,41.648573068469446,3.4925389375372573
35.88256238973095,81.08549746470575,172.77393234579128,Black,Cotton,35.760052269394926,1.1950231804564928
23.019501624293397,42.51063086144015,281.77765721460685,Black,Wheat,6.164667492426651,2.2356691277030176
19.662962759996354,85.83571287863498,76.34830452695131,Black,Maize,42.103839233299375,4.732268890256097
16.0193785388691,36.98198387312856,241.1101820188761,Clay,Cotton,33.87963604611258,0.5
29.772323579706047,79.04698250947149,152.41776334399816,Sandy,Cotton,35.154184134210674,0.5
31.93910904605706,52.837397608594806,213.7934286310845,Clay,Wheat,18.78615917978971,1.8259104008503537
15.414695723196404,82.67845922670418,115.05914949630734,Sandy,Sugarcane,44.084698251693325,54.630175228699336
27.802326457482025,82.08340140644702,89.87306563533957,Sandy,Maize,36.54320841150802,3.0232788169412648
20.66239437994845,78.35552400705727,90.11565356780662,Black,Maize,6.516932859930529,5.461014578040202
31.129319760236246,77.40182617842368,67.62298641078615,Clay,Wheat,20.98112368590197,1.4231536620483694
19.359160725124788,48.280748345882444,96.41167622531076,Sandy,Sugarcane,44.43263773604694,54.194645342896905
32.27344345256165,34.85515698307513,216.05484624724207,Red,Maize,3.3126383831715707,3.5081722383501384
24.668383657513434,54.178810725909685,270.42265296087703,Sandy,Maize,48.10941436246043,2.620246698266083
38.418249718418366,40.41147089919052,253.53142139779047,Red,Maize,34.278965847658576,2.4418240630319357
18.43802360364983,71.69706533414771,221.28357746862102,Clay,Sugarcane,31.937422904525455,69.52537163171885
23.52665877625646,50.76598359226713,77.60796585277566,Clay,Wheat,14.25740356791158,2.471843332483897
17.83683803101473,88.53661205159489,122.29686157398746,Clay,Maize,13.190797648219677,4.017302875667078
38.11734045696407,68.45832464071992,127.45171883061724,Sandy,Cotton,47.160852754941175,0.5483307789581576
36.93348383452452,79.34883381806165,112.4892365994053,Loamy,Sugarcane,15.615350257472015,82.63541872348952
21.44854069287889,37.95148036451091,178.75141492743077,Sandy,Rice,38.99975953923097,2.413999741520786
31.499601150854478,81.72086893635736,183.88845371991815,Sandy,Wheat,20.26296811214688,1.5051713894592635
35.4305550050304,85.36543143080365,139.22149379277755,Black,Cotton,7.8234494684504945,2.31907943695225
28.880020289986557,59.22371512913615,138.44728968410902,Black,Maize,1.5250495870725884,7.41157922630589
28.24126445890016,66.37517626505866,257.13889947652035,Sandy,Rice,27.66860951374729,1.9841746596903902
21.046307272511292,75.88858805417973,247.3232120799214,Red,Wheat,48.8131621088977,0.5
17.32756919514748,40.49031763562475,126.94895792018642,Black,Sugarcane,19.08767349665102,89.51980215502587
37.43039394883317,60.15396458780654,278.44711096831486,Sandy,Rice,18.5024243656592,2.1966783420549456
37.51045142908326,53.919781666338785,288.2037542506265,Loamy,Rice,17.860489274622662,3.03016183349422
30.827536431831696,38.782439529734944,131.6856355075102,Red,Cotton,26.506648027938063,1.1141515677007139
23.475744776217518,52.05206533749188,138.60623719826373,Clay,Wheat,22.592579287790382,2.5674719618409707
23.73023936531652,34.09033856312961,176.40853835548972,Sandy,Cotton,44.11581670962371,0.5
33.14889197175599,31.54871441696922,285.28020313341835,Sandy,Cotton,25.770518794451025,0.5
37.42775649881443,38.109977349289366,269.07985828557787,Red,Maize,25.88013407123987,1.8384080134522427
37.177160606627936,87.78690669535044,75.64199064589745,Black,Sugarcane,7.7802081413072735,89.45647965048971
34.496888646440595,62.97177215370102,148.18268581785406,Black,Rice,49.154237504608915,3.9971960979054186
31.050791153857194,87.94932966919319,188.34279743744295,Black,Wheat,13.248671652572654,2.547371532134709
17.103499124876222,55.94987269980792,175.78311813788503,Clay,Sugarcane,4.59483930552053,69.7628197940876
19.040717852365344,48.70896798511558,98.46576698422317,Red,Sugarcane,33.494166199785234,61.83602583592941
37.463854713176985,60.36851177041464,264.70419279203867,Red,Wheat,30.17295213768676,0.7381701633294575
30.160726491489747,56.37070131797461,219.23519574920934,Black,Sugarcane,21.34213704564454,89.98234387846725
15.229926290415742,36.33988105570464,259.47709371295093,Black,Maize,21.687419460153226,3.7755215522879064
17.536788571650803,68.44957888141238,264.69106983736805,Loamy,Sugarcane,39.46813213127513,81.54886369905762
31.587544227701397,42.96229095057598,237.08896341643495,Loamy,Maize,10.589919364882803,4.816097214809065
15.126539596155467,67.17527729386978,159.80265031242934,Sandy,Rice,41.1924126282996,2.2536899679971847
19.020201285437466,69.01206554388921,202.63668875385613,Sandy,Rice,32.78860858085589,2.5476442461462563
28.718344734164653,39.12149118771889,90.09135152993579,Red,Cotton,21.529518915196693,1.156517610920857
32.297379942317335,33.680977626640086,218.41135436872693,Red,Maize,23.443402212609563,3.5239583162273975
31.299031487565014,76.84569516410639,94.81331393482019,Clay,Rice,13.575713152118693,1.985763519399654
20.606732736513994,57.588025426159206,223.4873976275392,Clay,Sugarcane,37.853602302151764,68.64830852494653
32.8044805336884,33.48982773032855,107.39954018849217,Loamy,Wheat,26.13086237295812,2.5223605833289753
20.931227187420003,89.69197903018602,79.38782503755499,Sandy,Wheat,16.721872594742337,1.173100865094656
23.134992453981695,33.466833659782,91.32112253573936,Loamy,Maize,30.206455672286562,5.914016313350263
33.662285127950604,71.7021137315132,50.498033804767566,Loamy,Cotton,49.79098815051483,0.5
31.240822476180366,89.02073551580482,229.68490446338257,Sandy,Sugarcane,22.327851703171138,54.89477932196811
36.23058526235445,44.350806252955536,233.1002622645948,Clay,Maize,46.11387863815236,3.4806215443147104
31.440322307508584,38.53496212123177,178.73333747831487,Sandy,Wheat,17.905825156303738,0.5412318189343226
29.20771508338679,37.283096365345735,90.34070026384592,Black,Maize,3.681902639324308,4.964775557412736
17.341869195702312,48.196508854055736,70.88858437767243,Black,Sugarcane,11.007863212053016,89.72117348680462
24.19289507648584,36.0627486606388,54.78224160932175,Black,Rice,21.516062023056527,2.876538788982153
21.630059192043134,71.52968050164792,91.43704424130517,Red,Sugarcane,11.762111501133882,60.97832678949642
21.09974108447709,33.73750788780376,272.7138837457867,Clay,Rice,1.0111248726945212,1.171977085203741
39.325263868811135,60.56532768898738,110.38421042542043,Clay,Rice,45.83507534962884,3.0058391845760695
24.82744311666901,89.8018112311786,138.56783180430392,Red,Rice,42.35009115031552,2.6386806198861974
37.30116387942783,78.83821617036114,76.3363711203333,Loamy,Maize,37.37231934286041,3.9615633451679098
30.778465649931572,66.91316629386066,105.59032618704256,Black,Wheat,9.222915186655403,2.7359057359137706
34.870282588541215,48.3752172471967,179.80614269505128,Black,Maize,6.897815234289316,4.763867582737391
27.5659273276298,67.43375017749831,201.93817077391313,Loamy,Wheat,4.312632724146774,2.575445330909358
29.422597115658977,61.6224878346991,111.33807854155276,Sandy,Sugarcane,36.47743024987314,54.44960214890268
27.312942345471598,55.565003033422286,64.4330398062793,Sandy,Cotton,46.51159007370638,1.1338039111371123
19.881074694951113,37.84262260441197,147.75821728184968,Clay,Sugarcane,22.09625522473881,70.1246532199929
33.06130288153763,83.196252914428,108.55084273158354,Red,Maize,6.83789292780636,2.055486368255808
22.019309061021396,56.98707892927935,104.88848080745049,Clay,Maize,26.107248215873224,4.105027010049119
15.607899160786346,41.6773507092459,289.9657006783638,Sandy,Wheat,18.092763465472878,0.5
31.136807397679195,52.06556105263738,204.075121481431,Loamy,Maize,19.366421293149887,4.9064773830459645
19.427766985176223,54.84778515173562,189.21961079302397,Clay,Rice,31.445200583629656,3.7269131565504843
38.51146460882286,79.65227373401245,153.9437758808305,Black,Maize,36.217187549847914,5.158838144973338
38.84821442506468,74.01686283368412,157.23608335753607,Black,Wheat,6.419576344784882,2.8107654571320793
37.871609755511216,76.15829361848039,185.2262509595202,Loamy,Wheat,2.7439213095173427,3.7705186121603234
24.25396750638611,30.661875865718834,224.10745175902682,Sandy,Rice,49.72218483160003,1.7792149212407606
15.386415413221686,54.96923989078569,225.53652404545736,Black,Wheat,12.40368909686204,3.446460258171928
38.20796406469313,58.88064909811942,92.92347692636238,Black,Cotton,3.6376957205144946,1.5974433766857723
25.704603707932858,31.151536609383403,175.02818801915674,Red,Sugarcane,10.303891125700078,61.86066417006154
39.16637047609174,45.58879252470206,152.98952375852548,Clay,Maize,2.9089344710747467,3.6131950955164833
39.09049942723132,75.6173893873281,267.631741567346,Sandy,Cotton,20.198733836241413,0.5
36.325236386684,38.22658234373994,207.85473030459409,Clay,Maize,40.31768743811489,2.8564859621213796
22.36122230173964,62.1186078871555,183.12601660399545,Sandy,Cotton,17.72097803812831,0.6624958081060676
24.62744321504813,42.91211232103425,78.84866054472934,Black,Maize,22.76498693703996,5.216570712107495
36.27841678792142,30.727246478633596,201.40947233085285,Red,Rice,34.103751904804504,2.083201137831687
22.923050128906944,44.472087455972485,79.30097642005836,Clay,Wheat,25.93580943342413,2.7916026256359037
19.237318667152312,88.55242529460322,134.301643891438,Black,Wheat,43.210838615044885,2.6413566529808
28.920031561458753,78.09222671297937,85.71049120358296,Sandy,Rice,43.43574807724207,2.230017822892361
38.40386935401952,87.574598659262,223.01841175609223,Clay,Cotton,1.4856240790665285,0.5
32.400744916874324,59.27124263558174,101.56302845903815,Clay,Sugarcane,39.12426901767676,69.66116221190195
29.251529252234125,36.584171920650206,147.9648432970065,Black,Cotton,23.57594641184202,1.0379141213078853
17.429412344269213,62.87756933842158,273.91869440469463,Clay,Wheat,49.45318652387949,1.7239255224488002
30.375180667479242,57.26264007359765,101.07909584974257,Red,Sugarcane,24.678371717896322,62.14682224995451
39.75134625260658,80.66142496437695,176.95126598969478,Red,Maize,49.35790132402658,3.019365056815289
18.5021003809131,35.88495484705467,154.8179152915055,Black,Sugarcane,37.97389869908109,89.99449260411228
27.958241309093417,59.29446822130669,54.531010261432435,Sandy,Cotton,13.181639346052009,0.5
36.93432679819888,39.00291988163906,248.1895283932032,Black,Rice,27.381353985060926,2.577311518856403
33.51921544385511,49.480555613403595,67.26147657864993,Red,Maize,49.614646334450555,3.4545251838813065
32.4253935248817,74.24142464326798,168.5637552442384,Loamy,Cotton,43.01899977984426,1.5642326685388654
32.56210209967773,58.56108776212599,190.1695737347375,Loamy,Maize,5.770977795769834,5.037642545320628
23.98727878049388,52.553297108746165,207.10661415364677,Clay,Sugarcane,35.61222784368981,69.45106271498119
22.339796106612333,53.66857671420212,222.15790732696888,Clay,Wheat,17.93339970766984,2.069437407955596
35.23402888696284,57.5668061043592,113.31809588067877,Loamy,Cotton,1.3421308321370577,1.0763498615758895
35.25283486697952,77.10099263022342,52.49469416461234,Red,Rice,20.77056748232298,3.0007834586139697
36.67680796450259,83.52508133641406,230.860915588728,Clay,Sugarcane,12.502966664523594,68.50742700841086
37.83101381391178,87.3200811902357,183.91414983689464,Black,Cotton,41.124594255503105,1.1364404738105283
27.783559971523445,77.2142031753177,259.0294258018122,Black,Rice,17.529199833442508,3.3694380287923824
27.53790736717999,48.924413744880766,255.34709072517356,Red,Cotton,41.54866100373704,0.8745018438839756
34.95737947416938,71.28808236519254,260.8315419469708,Clay,Sugarcane,1.02929900290497,67.77427002465492
31.24909826944413,56.25618744332351,171.27366499488505,Black,Cotton,16.08313835127984,1.5640448149607817
32.54917193144259,45.28023732276307,133.4070989592164,Clay,Maize,12.817095501080335,5.008879957345488
34.89481673590252,80.45229476555537,247.8895506478425,Clay,Sugarcane,12.444800692361937,68.13265534945069
37.250133545439155,32.3055809377395,162.82352825731374,Black,Cotton,4.341144368507672,0.9236950655521385
23.449878921288395,84.1057195281254,95.86054910085863,Loamy,Wheat,10.169089250114585,2.501827895530336
24.389573815998602,57.68864787748405,263.7435048903686,Black,Cotton,28.221928924395375,1.8109098763701132
